,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
64499,64499,a862,b2097,the search for everything,john mayer,Apr 14 2017,the search for everything: wave one,john mayer,Jan 20 2017
64505,64505,a247,b2097,king of the boogie [craft] [box set],john lee hooker,Oct 6 2017,the search for everything: wave one,john mayer,Jan 20 2017
64514,64514,a1222,b2100,yesterday's gone,loyle carner,Jan 20 2017,yesterday's gone,loyle carner,Jan 20 2017
64519,64519,a1170,b2101,lemon memory,menace beach,Jan 27 2017,lemon memory,menace beach,Jan 20 2017
64528,64528,a1207,b2102,intoxicated women,mick harvey,Jan 20 2017,intoxicated women,mick harvey,Jan 20 2017
64534,64534,a1174,b2103,return to ommadawn,mike oldfield,Jan 27 2017,return to ommadawn,mike oldfield,Jan 20 2017
64588,64588,a1215,b2109,a shadow in time,william basinski,Jan 20 2017,a shadow in time,william basinski,Jan 20 2017
64590,64590,a322,b2110,the  long-awaited album,steve martin,Sep 22 2017,the slender sadness (the love songs),martin page,Jan 23 2017
64605,64605,a1175,b2115,tourist in this town,allison crutchfield,Jan 27 2017,tourist in this town,allison crutchfield,Jan 27 2017
64619,64619,a369,b2121,all the light above it too,jack johnson,Sep 8 2017,after all these years,brian & jenn johnson,Jan 27 2017
64623,64623,a1164,b2122,life without sound,cloud nothings,Jan 27 2017,life without sound,cloud nothings,Jan 27 2017
64624,64624,a1192,b2123,all these countless nights,deaf havana,Jan 27 2017,all these countless nights,deaf havana,Jan 27 2017
64627,64627,a1169,b2127,near to the wild heart of life,japandroids,Jan 27 2017,near to the wild heart of life,japandroids,Jan 27 2017
64654,64654,a1182,b2129,sweetsexysavage,kehlani,Jan 27 2017,sweetsexysavage,kehlani,Jan 27 2017
64655,64655,a1190,b2131,gods of violence,kreator,Jan 27 2017,gods of violence,kreator,Jan 27 2017
64663,64663,a1205,b2134,piano song,matthew shipp,Jan 27 2017,piano song,matthew shipp trio,Jan 27 2017
64667,64667,a1203,b2137,"chill, dummy",p.o.s,Jan 27 2017,"chill, dummy",p.o.s,Jan 27 2017
64668,64668,a1178,b2138,nothing feels natural,priests,Jan 27 2017,nothing feels natural,priests,Jan 27 2017
64726,64726,a1172,b2144,ty segall (2017),ty segall,Jan 27 2017,ty segall,ty segall,Jan 27 2017
64732,64732,a1194,b2145,south texas suite [ep],whitney rose,Jan 27 2017,south texas suite,whitney rose,Jan 27 2017
64749,64749,a1154,b2152,i decided.,big sean,Feb 3 2017,i decided.,big sean,Feb 3 2017
64759,64759,a726,b2152,the king & i,faith evans and the notorious b.i.g.,May 19 2017,i decided.,big sean,Feb 3 2017
64800,64800,a1151,b2154,heavy fire,black star riders,Feb 3 2017,heavy fire,black star riders,Feb 3 2017
64809,64809,a1140,b2155,bury me in philly,dave hause,Feb 3 2017,bury me in philly,dave hause,Feb 3 2017
64814,64814,a1141,b2158,little fictions,elbow,Feb 3 2017,little fictions,elbow,Feb 3 2017
64815,64815,a1153,b2160,fresh air,homeshake,Feb 3 2017,fresh air,homeshake,Feb 3 2017
64818,64818,a1152,b2161,crossover ministry,iron reagan,Feb 3 2017,crossover ministry,iron reagan,Feb 3 2017
65070,65070,a2450,b2165,wise ol' man [ep],the fall,Feb 19 2016,testify ep,the knocks,Feb 3 2017
65087,65087,a1962,b2165,future present past [ep],the strokes,Jun 3 2016,testify ep,the knocks,Feb 3 2017
65131,65131,a1150,b2166,sound the alarm [ep],less than jake,Feb 3 2017,safe in sound,lower than atlantis,Feb 3 2017
65132,65132,a1160,b2166,safe in sound,lower than atlantis,Feb 3 2017,safe in sound,lower than atlantis,Feb 3 2017
65147,65147,a534,b2167,"the sounds of crenshaw, vol. 1",the pollyseeds,Jul 14 2017,after the party,the menzingers,Feb 3 2017
65159,65159,a557,b2167,the usual suspects,jah wobble's invaders of the heart,Jul 7 2017,after the party,the menzingers,Feb 3 2017
65160,65160,a558,b2167,the nothing,the last dinosaur,Jul 7 2017,after the party,the menzingers,Feb 3 2017
65164,65164,a53,b2167,the way is read,the staves,Dec 1 2017,after the party,the menzingers,Feb 3 2017
65175,65175,a582,b2167,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017,after the party,the menzingers,Feb 3 2017
65181,65181,a697,b2167,the amazons,the amazons,May 26 2017,after the party,the menzingers,Feb 3 2017
65192,65192,a609,b2167,the nashville sound,jason isbell and the 400 unit,Jun 16 2017,after the party,the menzingers,Feb 3 2017
65202,65202,a111,b2167,the animal spirits,james holden & the animal spirits,Nov 3 2017,after the party,the menzingers,Feb 3 2017
65211,65211,a1147,b2167,after the party,the menzingers,Feb 3 2017,after the party,the menzingers,Feb 3 2017
65212,65212,a637,b2167,more fast songs about the apocalypse,moby & the void pacific choir,Jun 16 2017,after the party,the menzingers,Feb 3 2017
65224,65224,a149,b2167,the  canyon,the used,Oct 27 2017,after the party,the menzingers,Feb 3 2017
65230,65230,a156,b2167,the queen is dead [deluxe edition),the smiths,Oct 20 2017,after the party,the menzingers,Feb 3 2017
65242,65242,a696,b2167,diversions vol. 4: the songs and poems of molly drake,the unthanks,May 26 2017,after the party,the menzingers,Feb 3 2017
65243,65243,a185,b2167,the wasted years [box set],the jazz butcher,Oct 20 2017,after the party,the menzingers,Feb 3 2017
65254,65254,a202,b2167,queens of the breakers,the barr brothers,Oct 13 2017,after the party,the menzingers,Feb 3 2017
65261,65261,a213,b2167,the wild,the rural alberta advantage,Oct 13 2017,after the party,the menzingers,Feb 3 2017
65262,65262,a726,b2167,the king & i,faith evans and the notorious b.i.g.,May 19 2017,after the party,the menzingers,Feb 3 2017
65274,65274,a227,b2167,the weather station,the weather station,Oct 6 2017,after the party,the menzingers,Feb 3 2017
65302,65302,a786,b2167,"lovely creatures: the best of nick cave and the bad seeds, 1984-2014 [box set]",nick cave & the bad seeds,May 5 2017,after the party,the menzingers,Feb 3 2017
65307,65307,a283,b2167,music for the age of miracles,the clientele,Sep 22 2017,after the party,the menzingers,Feb 3 2017
65313,65313,a2468,b2167,wynonna & the big noise,wynonna & the big noise,Feb 12 2016,after the party,the menzingers,Feb 3 2017
65337,65337,a331,b2167,choir of the mind,emily haines & the soft skeleton,Sep 15 2017,after the party,the menzingers,Feb 3 2017
65365,65365,a890,b2167,love in the 4th dimension,the big moon,Apr 7 2017,after the party,the menzingers,Feb 3 2017
65367,65367,a382,b2167,the surfing magazines,the surfing magazines,Sep 8 2017,after the party,the menzingers,Feb 3 2017
65370,65370,a388,b2167,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,after the party,the menzingers,Feb 3 2017
65371,65371,a389,b2167,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017,after the party,the menzingers,Feb 3 2017
65374,65374,a1105,b2167,the courtneys ii,the courtneys,Feb 17 2017,after the party,the menzingers,Feb 3 2017
65394,65394,a421,b2167,dreaming in the non-dream,chris forsyth & the solar motel band,Aug 25 2017,after the party,the menzingers,Feb 3 2017
65399,65399,a428,b2167,lukas nelson & promise of the real [2017],lukas nelson & promise of the real,Aug 25 2017,after the party,the menzingers,Feb 3 2017
65404,65404,a947,b2167,the ghost of hope,the residents,Mar 24 2017,after the party,the menzingers,Feb 3 2017
65424,65424,a994,b2167,the navigator,hurray for the riff raff,Mar 10 2017,after the party,the menzingers,Feb 3 2017
65435,65435,a506,b2167,barefoot in the head,the chris robinson brotherhood,Jul 21 2017,after the party,the menzingers,Feb 3 2017
65443,65443,a1143,b2171,process,sampha,Feb 3 2017,process,sampha,Feb 3 2017
65447,65447,a1146,b2173,snowdonia,surfer blood,Feb 3 2017,snowdonia,surfer blood,Feb 3 2017
65449,65449,a1157,b2175,fin,syd,Feb 3 2017,fin,syd,Feb 3 2017
65525,65525,a1130,b2181,zombies on broadway,andrew mcmahon in the wilderness,Feb 10 2017,zombies on broadway,andrew mcmahon in the wilderness,Feb 10 2017
65624,65624,a45,b2181,on air,the rolling stones,Dec 1 2017,zombies on broadway,andrew mcmahon in the wilderness,Feb 10 2017
65743,65743,a2491,b2181,hold on!,the james hunter six,Feb 5 2016,zombies on broadway,andrew mcmahon in the wilderness,Feb 10 2017
65777,65777,a1137,b2182,blackfield v,blackfield,Feb 10 2017,blackfield v,blackfield,Feb 10 2017
65794,65794,a1122,b2185,bobby fuller died for your sins,chuck prophet,Feb 10 2017,bobby fuller died for your sins,chuck prophet,Feb 10 2017
65796,65796,a1121,b2187,memories are now,jesca hoop,Feb 10 2017,memories are now,jesca hoop,Feb 10 2017
65801,65801,a1128,b2189,drogas light,lupe fiasco,Feb 10 2017,drogas light,lupe fiasco,Feb 10 2017
65817,65817,a1139,b2195,the grinding wheel,overkill,Feb 10 2017,the grinding wheel,overkill,Feb 10 2017
65834,65834,a1117,b2197,human,rag 'n' bone man,Feb 10 2017,human,rag'n'bone man,Feb 10 2017
65837,65837,a1126,b2200,temple of i & i,thievery corporation,Feb 10 2017,the temple of i & i,thievery corporation,Feb 10 2017
65854,65854,a711,b2205,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017
65892,65892,a1108,b2213,windy city,alison krauss,Feb 17 2017,windy city,alison krauss,Feb 17 2017
65897,65897,a111,b2215,the animal spirits,james holden & the animal spirits,Nov 3 2017,the painters,animal collective,Feb 17 2017
65905,65905,a436,b2219,to the bone,steven wilson,Aug 18 2017,in it to win it,charlie wilson,Feb 17 2017
65907,65907,a1087,b2220,big balloon,dutch uncles,Feb 17 2017,big balloon,dutch uncles,Feb 17 2017
65908,65908,a1115,b2222,i'm only dreaming,eisley,Feb 17 2017,i'm only dreaming,eisley,Feb 17 2017
65939,65939,a1110,b2223,plata o plomo,fat joe,Feb 17 2017,plata o plomo,fat joe and remy ma,Feb 17 2017
65941,65941,a1101,b2225,enter the kingdom,frontier ruckus,Feb 17 2017,enter the kingdom,frontier ruckus,Feb 17 2017
65945,65945,a1102,b2226,future,future,Feb 17 2017,future,future,Feb 17 2017
65950,65950,a1088,b2228,life will see you now,jens lekman,Feb 17 2017,life will see you now,jens lekman,Feb 17 2017
65951,65951,a1103,b2229,the  chief,jidenna,Feb 17 2017,the chief,jidenna,Feb 17 2017
65992,65992,a182,b2232,the endless shimmering,and so i watch you from afar,Oct 20 2017,songs of the latin skies,katie noonan and karin schaupp,Feb 17 2017
65997,65997,a726,b2232,the king & i,faith evans and the notorious b.i.g.,May 19 2017,songs of the latin skies,katie noonan and karin schaupp,Feb 17 2017
66001,66001,a609,b2232,the nashville sound,jason isbell and the 400 unit,Jun 16 2017,songs of the latin skies,katie noonan and karin schaupp,Feb 17 2017
66008,66008,a1083,b2234,highway queen,nikki lane,Feb 17 2017,highway queen,nikki lane,Feb 17 2017
66049,66049,a1094,b2236,terrible human beings,the orwells,Feb 17 2017,terrible human beings,the orwells,Feb 17 2017
66521,66521,a841,b2237,2016 atomized,the raveonettes,Apr 21 2017,2016 atomized,the raveonettes,Feb 17 2017
66631,66631,a1086,b2238,prisoner,ryan adams,Feb 17 2017,prisoner,ryan adams,Feb 17 2017
66654,66654,a1091,b2239,hard love,strand of oaks,Feb 17 2017,hard love,strand of oaks,Feb 17 2017
66671,66671,a1062,b2240,common as light and love are red valleys of blood,sun kil moon,Feb 24 2017,common as light and love are red valleys of blood,sun kil moon,Feb 17 2017
66674,66674,a904,b2240,thunder of the gods,sun ra,Apr 7 2017,common as light and love are red valleys of blood,sun kil moon,Feb 17 2017
66679,66679,a890,b2240,love in the 4th dimension,the big moon,Apr 7 2017,common as light and love are red valleys of blood,sun kil moon,Feb 17 2017
66680,66680,a574,b2240,lifetime of love,moon diagrams,Jun 30 2017,common as light and love are red valleys of blood,sun kil moon,Feb 17 2017
66690,66690,a1084,b2242,dumb blood,vant,Feb 17 2017,dumb blood,vant,Feb 17 2017
66691,66691,a1114,b2243,reassemblage,visible cloaks,Feb 17 2017,reassemblage,visible cloaks,Feb 17 2017
66699,66699,a24,b2244,laughing at the system [ep],total control,Dec 8 2017,the black,william control,Feb 17 2017
66739,66739,a1081,b2247,dirty projectors,dirty projectors,Feb 21 2017,dirty projectors,dirty projectors,Feb 21 2017
66741,66741,a1082,b2248,rosebudd's revenge,roc marciano,Feb 21 2017,rosebudd's revenge,roc marciano,Feb 21 2017
66751,66751,a388,b2253,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,the eternal reign,born of osiris,Feb 24 2017
66754,66754,a1048,b2253,burning the threshold,six organs of admittance,Feb 24 2017,the eternal reign,born of osiris,Feb 24 2017
66762,66762,a419,b2253,spear in the city,bodies of water,Aug 25 2017,the eternal reign,born of osiris,Feb 24 2017
66763,66763,a295,b2253,cryptoriana: the seductiveness of decay,cradle of filth,Sep 22 2017,the eternal reign,born of osiris,Feb 24 2017
66764,66764,a428,b2253,lukas nelson & promise of the real [2017],lukas nelson & promise of the real,Aug 25 2017,the eternal reign,born of osiris,Feb 24 2017
66765,66765,a557,b2253,the usual suspects,jah wobble's invaders of the heart,Jul 7 2017,the eternal reign,born of osiris,Feb 24 2017
66771,66771,a1217,b2253,he's got the whole this land is your land in his hands,joan of arc,Jan 20 2017,the eternal reign,born of osiris,Feb 24 2017
66788,66788,a1047,b2255,crystal fairy,crystal fairy,Feb 24 2017,crystal fairy,crystal fairy,Feb 24 2017
66822,66822,a1074,b2256,youngish american,dams of the west,Feb 24 2017,youngish american,dams of the west,Feb 24 2017
67146,67146,a1049,b2260,in between,the feelies,Feb 24 2017,in between,the feelies,Feb 24 2017
67204,67204,a1880,b2260,life in the dark,the felice brothers,Jun 24 2016,in between,the feelies,Feb 24 2017
67243,67243,a2445,b2260,in my mind,bj the chicago kid,Feb 19 2016,in between,the feelies,Feb 24 2017
67288,67288,a768,b2260,in spades,the afghan whigs,May 5 2017,in between,the feelies,Feb 24 2017
67363,67363,a890,b2260,love in the 4th dimension,the big moon,Apr 7 2017,in between,the feelies,Feb 24 2017
67392,67392,a421,b2260,dreaming in the non-dream,chris forsyth & the solar motel band,Aug 25 2017,in between,the feelies,Feb 24 2017
67408,67408,a445,b2260,boy in a well,the yawpers,Aug 18 2017,in between,the feelies,Feb 24 2017
67433,67433,a506,b2260,barefoot in the head,the chris robinson brotherhood,Jul 21 2017,in between,the feelies,Feb 24 2017
67443,67443,a1073,b2261,hndrxx,future,Feb 24 2017,hndrxx,future,Feb 24 2017
67778,67778,a862,b2265,the search for everything,john mayer,Apr 14 2017,the search for everything: wave two,john mayer,Feb 24 2017
67784,67784,a247,b2265,king of the boogie [craft] [box set],john lee hooker,Oct 6 2017,the search for everything: wave two,john mayer,Feb 24 2017
67802,67802,a1044,b2266,flying microtonal banana,king gizzard & the lizard wizard,Feb 24 2017,flying microtonal banana,king gizzard & the lizard wizard,Feb 24 2017
68113,68113,a2468,b2267,wynonna & the big noise,wynonna & the big noise,Feb 12 2016,the breaker,little big town,Feb 24 2017
68114,68114,a1063,b2267,the  breaker,little big town,Feb 24 2017,the breaker,little big town,Feb 24 2017
68120,68120,a890,b2267,love in the 4th dimension,the big moon,Apr 7 2017,the breaker,little big town,Feb 24 2017
68122,68122,a726,b2267,the king & i,faith evans and the notorious b.i.g.,May 19 2017,the breaker,little big town,Feb 24 2017
68136,68136,a1045,b2268,sick scenes,los campesinos!,Feb 24 2017,sick scenes,los campesinos!,Feb 24 2017
68159,68159,a534,b2272,"the sounds of crenshaw, vol. 1",the pollyseeds,Jul 14 2017,tardigrades will inherit the earth,the mute gods,Feb 24 2017
68171,68171,a557,b2272,the usual suspects,jah wobble's invaders of the heart,Jul 7 2017,tardigrades will inherit the earth,the mute gods,Feb 24 2017
68172,68172,a558,b2272,the nothing,the last dinosaur,Jul 7 2017,tardigrades will inherit the earth,the mute gods,Feb 24 2017
